Name,Hispanic,API,Black,AIAN,White,race,freq
bayton,0.1204,0.0166,0.1825,0.0031,0.672,White,0.00004
buxey,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00004
curbishley,0.0171,0.0144,0.0152,0.0006,0.9524,White,0.00004
deveson,0.0169,0.0143,0.0124,0.0006,0.9555,White,0.00004
pursey,0.0037,0.0202,0.0155,0.0005,0.9592,White,0.00004
lutt,0.0505,0.0084,0.0159,0.0015,0.9233,White,0.00004
mcfedries,0.0176,0.0153,0.0156,0.0006,0.9506,White,0.00004
swinden,0.0123,0.0376,0.0191,0.0005,0.9304,White,0.00004
wendel,0.0033,0.0028,0.0015,0.0005,0.9915,White,0.00004
woodard,0.0019,0.0023,0.1635,0.0023,0.8293,White,0.00004
mcferran,0.0074,0.015,0.0024,0.0018,0.9727,White,0.00004
bridgwood,0.0031,0.0037,0.0023,0.0004,0.9904,White,0.00004
fairbrace,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00004
ekin,0.0001,0.005,0,0,0.9949,White,0.00004
calkin,0.0027,0.0064,0.0011,0.0004,0.9893,White,0.00004
mugford,0.0047,0.0051,0.0031,0.001,0.985,White,0.00004
marras,0.0076,0.0694,0.0023,0.0013,0.919,White,0.00004
shelbourne,0.0028,0.0091,0.1413,0.0009,0.8449,White,0.00004
winnell,0.0028,0.0016,0.0038,0.0003,0.9912,White,0.00004
uttridge,0.0173,0.0146,0.0139,0.0006,0.9533,White,0.00004
burg,0.0027,0.0022,0.0028,0.0006,0.9914,White,0.00004
dawood,0.0009,0.7311,0.0055,0,0.2372,API,0.00004
boatman,0.0017,0.0147,0.0269,0.0017,0.9536,White,0.00004
hallaron,0.0176,0.0141,0.0122,0.0006,0.9551,White,0.00004
fossard,0.0003,0.0002,0.0002,0,0.9993,White,0.00004
hindess,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00004
bald,0.0014,0.0095,0.0141,0.0063,0.9685,White,0.00004
brisland,0.0171,0.0145,0.0167,0.0006,0.9507,White,0.00004
cooledge,0.0083,0.0041,0.0063,0.0004,0.9799,White,0.00004
ringham,0.0151,0.0014,0.0024,0.0015,0.9787,White,0.00004
stutton,0.0174,0.0141,0.0122,0.0006,0.9553,White,0.00004
pearse,0.0026,0.002,0.0116,0.0007,0.9829,White,0.00004
oakey,0.0035,0.0004,0.0008,0,0.9953,White,0.00004
mort,0.0019,0.0015,0.0018,0.0003,0.9942,White,0.00004
conaty,0.0048,0.0097,0.0009,0.0005,0.9837,White,0.00004
giddens,0.0078,0.0065,0.1125,0.0006,0.872,White,0.00004
flavell,0.0069,0.0049,0.0343,0.0007,0.9531,White,0.00004
hipkin,0.0167,0.0144,0.0134,0.0006,0.9545,White,0.00004
lace,0.0105,0.0098,0.0105,0.0033,0.965,White,0.00004
bransgrove,0.0173,0.0146,0.0172,0.0006,0.95,White,0.00004
newey,0.0081,0.0056,0.0062,0.0011,0.9783,White,0.00004
mcmorrine,0.0173,0.0144,0.0138,0.0006,0.9536,White,0.00004
torrance,0.0008,0.0007,0.1216,0.0007,0.8755,White,0.00004
speare,0.0098,0.0275,0.0174,0.0002,0.9448,White,0.00004
leask,0.0055,0.0027,0.0012,0.0226,0.9671,White,0.00004
reedy,0.0015,0.0029,0.0232,0.0027,0.9693,White,0.00004
pandey,0,0.9966,0,0,0.0033,API,0.00004
chattaway,0.0031,0.0124,0.0023,0.0022,0.9795,White,0.00004
fallis,0.0055,0.0108,0.0142,0.0076,0.9614,White,0.00004
lanaghan,0.0104,0.0031,0.0019,0.0003,0.983,White,0.00004
hesse,0.0055,0.0029,0.0023,0.0015,0.9872,White,0.00004
huggett,0.0023,0.0025,0.002,0.0003,0.9928,White,0.00004
fordfer,0.1432,0.0029,0.0442,0,0.8097,White,0.00004
benning,0.0037,0.0062,0.1153,0.0011,0.8727,White,0.00004
churchman,0.0029,0.0016,0.0434,0.0003,0.9516,White,0.00004
mewett,0.0167,0.0142,0.0126,0.0006,0.9556,White,0.00004
ruben,0.4192,0.0233,0.026,0.0062,0.5244,White,0.00004
shatwell,0.0027,0.0255,0.0074,0.0096,0.9523,White,0.00004
tell,0.002,0.0117,0.0486,0.004,0.9334,White,0.00004
doleman,0.0254,0.0146,0.3972,0.0028,0.5545,White,0.00004
bradfield,0.0032,0.0046,0.0589,0.0005,0.9324,White,0.00004
hailwood,0.0011,0.0009,0.0008,0,0.9971,White,0.00004
hourston,0.0168,0.0144,0.0138,0.0006,0.9541,White,0.00004
larter,0.0054,0.0016,0.0225,0.0029,0.9668,White,0.00004
fletchet,0.0177,0.015,0.0123,0.0006,0.954,White,0.00004
fawcet,0.0208,0.0145,0.0125,0.0006,0.9512,White,0.00004
baiden,0.0001,0.0006,0.4502,0,0.5491,White,0.00004
ryall,0.0063,0.0017,0.0013,0.0003,0.9903,White,0.00004
silvers,0.0015,0.0056,0.0084,0.0069,0.977,White,0.00004
strub,0.0012,0.0007,0.0002,0.0003,0.9976,White,0.00004
yarker,0.0167,0.0144,0.0205,0.0006,0.9475,White,0.00004
whitton,0.0014,0.0013,0.0027,0.0001,0.9942,White,0.00004
lippiard,0.0022,0.0014,0.0139,0,0.9825,White,0.00004
reavey,0.0038,0.0093,0.0029,0.0002,0.9834,White,0.00004
mulvey,0.0016,0.0028,0.001,0.0001,0.9943,White,0.00004
caney,0.0028,0.001,0.0135,0.0002,0.9824,White,0.00004
freeson,0.0222,0.0201,0.0254,0.0007,0.9312,White,0.00004
hornsby,0.0013,0.0043,0.0668,0.0057,0.9212,White,0.00004
kayes,0.0022,0.3267,0.0092,0.0018,0.6576,White,0.00004
forsdyke,0.0163,0.0144,0.0121,0.0006,0.9561,White,0.00004
sawyers,0.0043,0.0032,0.1478,0.0005,0.8435,White,0.00004
wayman,0.0012,0.0027,0.0265,0.0027,0.9664,White,0.00004
saxby,0.0053,0.0035,0.0567,0.0005,0.9338,White,0.00004
swindells,0.002,0.0051,0.0006,0.0017,0.9903,White,0.00004
coggins,0.0023,0.002,0.0356,0.0003,0.9596,White,0.00004
bickel,0.0034,0.0019,0.0009,0.0017,0.9917,White,0.00004
goldney,0.0163,0.014,0.0295,0.0006,0.9392,White,0.00004
mendham,0.0011,0.0041,0.0006,0.0007,0.9933,White,0.00004
braddick,0.0149,0.0383,0.058,0.0002,0.888,White,0.00004
anker,0.0015,0.0035,0.0005,0.0037,0.9904,White,0.00004
devries,0.0022,0.0041,0.0011,0.0001,0.9923,White,0.00004
dennison,0.0035,0.0086,0.0211,0.0474,0.9185,White,0.00004
beagles,0.0121,0.007,0.0271,0.0006,0.9528,White,0.00004
hollands,0.0029,0.021,0.0337,0.0011,0.9407,White,0.00004
gougerty,0.0026,0.0073,0.0111,0,0.9791,White,0.00004
brandford,0.0016,0.0008,0.8937,0.0002,0.1007,Black,0.00004
casbard,0.089,0.0016,0.0304,0,0.879,White,0.00004
musson,0.003,0.003,0.0025,0.0004,0.9907,White,0.00004
middlebrook,0.0057,0.0053,0.0815,0.0006,0.9065,White,0.00004
todde,0.0049,0.0002,0.0004,0,0.9946,White,0.00004
mayling,0.1753,0.177,0.0179,0.0008,0.6285,White,0.00004
mallory,0.0021,0.0005,0.0941,0.0021,0.9007,White,0.00004
cushley,0.0169,0.0144,0.0138,0.0006,0.954,White,0.00004
bedlington,0.0068,0.0056,0.011,0.0002,0.9764,White,0.00004
hancocks,0.0002,0.0005,0.0002,0,0.9991,White,0.00004
hinxman,0.018,0.0151,0.0141,0.0006,0.9519,White,0.00004
cumpson,0.0176,0.0151,0.0201,0.0006,0.9462,White,0.00004
cockcroft,0.0127,0.007,0.0023,0.0013,0.9764,White,0.00004
radmall,0.0033,0.007,0.0013,0.0002,0.9881,White,0.00004
lemmon,0.0054,0.0013,0.0157,0.0007,0.9765,White,0.00004
woolacott,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00004
wheelan,0.0033,0.0081,0.0057,0.0015,0.9806,White,0.00004
vallance,0.0055,0.0195,0.0026,0.0008,0.9714,White,0.00004
shackleford,0.0023,0.0022,0.0491,0.0011,0.9447,White,0.00004
crossthwaite,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00004
balke,0.0064,0.0006,0.0023,0.0001,0.9903,White,0.00004
birne,0.0064,0.0064,0.0149,0.0002,0.972,White,0.00004
isbill,0.0004,0.0027,0.0009,0.0009,0.9947,White,0.00004
gorilla,0.008,0.0147,0.532,0,0.4453,Black,0.00004
craigen,0.0019,0.0006,0.205,0.0016,0.7887,White,0.00004
reidy,0.0141,0.0031,0.0015,0.0009,0.9798,White,0.00004
manston,0.0082,0.0076,0.0675,0.0002,0.9164,White,0.00004
havern,0.0028,0.0034,0.0053,0.0031,0.9847,White,0.00004
elsmore,0.0039,0.0013,0.0011,0.0001,0.9932,White,0.00004
rubble,0.0905,0.019,0.0144,0.0006,0.8752,White,0.00004
deffley,0.0077,0.0186,0.0058,0.0035,0.9636,White,0.00004
brand,0.0047,0.0026,0.0195,0.0018,0.971,White,0.00004
beckworth,0.0022,0.002,0.0914,0.0004,0.9039,White,0.00004
inker,0.0106,0.0089,0.0301,0.0002,0.95,White,0.00004
heale,0.015,0.0146,0.0043,0.0028,0.962,White,0.00004
dancer,0.002,0.0087,0.3429,0.0001,0.6462,White,0.00004
collison,0.0018,0.0038,0.0087,0.0014,0.9833,White,0.00004
plumtree,0.0095,0.0141,0.0386,0.0003,0.9374,White,0.00004
maylett,0.0197,0.0157,0.0145,0.0006,0.9491,White,0.00004
windmill,0.0007,0.0042,0.0006,0,0.9944,White,0.00004
sparke,0.0034,0.0214,0.0082,0.0002,0.9665,White,0.00004
middelton,0.0108,0.028,0.177,0.0004,0.7825,White,0.00004
pinkett,0.0032,0.0026,0.8162,0.0004,0.1767,Black,0.00004
crocombe,0.0165,0.0143,0.0121,0.0006,0.9561,White,0.00004
ashbrook,0.0036,0.0039,0.009,0.0004,0.9829,White,0.00004
barras,0.0028,0.0002,0.0004,0,0.9965,White,0.00004
mackenton,0.0153,0.002,0.0337,0,0.9491,White,0.00004
hemmer,0.0009,0.002,0.0002,0.0001,0.9966,White,0.00004
hylands,0.0053,0.0052,0.0094,0.0002,0.9798,White,0.00004
staunton,0.0022,0.0071,0.047,0.0007,0.9426,White,0.00004
lovering,0.0041,0.0043,0.0017,0.0003,0.9894,White,0.00004
betchworth,0.0133,0.0038,0.0223,0,0.9607,White,0.00004
brockhurst,0.0004,0.0003,0.0094,0,0.9898,White,0.00004
doggett,0.0034,0.0023,0.1188,0.0003,0.8748,White,0.00004
nilsen,0.0185,0.0047,0.0002,0.0008,0.9753,White,0.00004
turpin,0.0013,0.002,0.0289,0.0023,0.965,White,0.00004
weatherhead,0.0034,0.0056,0.0345,0.0007,0.9555,White,0.00004
rowberry,0.0035,0.0091,0.0008,0.0018,0.9844,White,0.00004
norsworthy,0.0069,0.0028,0.0295,0.001,0.9593,White,0.00004
gourley,0.0019,0.0022,0.0018,0.0001,0.9936,White,0.00004
greenacre,0.003,0.0092,0.0078,0.001,0.9786,White,0.00004
pickstone,0.0166,0.0144,0.0122,0.0006,0.9559,White,0.00004
warrilow,0.0174,0.0144,0.0131,0.0006,0.9542,White,0.00004
woolmore,0.017,0.0144,0.0139,0.0006,0.9538,White,0.00004
liddicott,0.0169,0.0145,0.0144,0.0006,0.9533,White,0.00004
bertwistle,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00004
hagel,0.0022,0.0013,0.0005,0.0005,0.9953,White,0.00004
hardacre,0.0025,0.0062,0.0006,0.0012,0.9892,White,0.00004
allington,0.0009,0.0009,0.0173,0.0001,0.9807,White,0.00004
bothwell,0.0031,0.0026,0.1526,0.0002,0.8412,White,0.00004
okelly,0.0013,0.0027,0.0293,0.0006,0.9657,White,0.00004
springer,0.0033,0.0018,0.0313,0.0037,0.9594,White,0.00004
weet,0.0187,0.0202,0.0506,0.0004,0.9099,White,0.00004
salsmann,0.0106,0.018,0.01,0,0.9614,White,0.00004
molson,0.0086,0.0066,0.1552,0.0008,0.8281,White,0.00004
coulding,0.0014,0.0024,0.0061,0,0.9901,White,0.00004
aderson,0.023,0.0034,0.2076,0.0022,0.7626,White,0.00004
essop,0.0003,0.0004,0.733,0,0.2663,Black,0.00004
beecroft,0.0069,0.0032,0.0178,0.0024,0.969,White,0.00004
linington,0.017,0.0144,0.0164,0.0006,0.9513,White,0.00004
epsom,0.0061,0.0051,0.0038,0.0002,0.9846,White,0.00004
whale,0.0015,0.0244,0.0458,0.058,0.8695,White,0.00004
macqueen,0.0034,0.0016,0.0326,0.0003,0.9618,White,0.00004
cotterhill,0.0163,0.014,0.0217,0.0006,0.9471,White,0.00004
antic,0.0013,0.0017,0,0,0.997,White,0.00004
gilligan,0.0019,0.002,0.001,0.001,0.9939,White,0.00004
elling,0.0012,0.0052,0.0005,0.0005,0.9924,White,0.00004
copsey,0.0032,0.0029,0.0053,0.0012,0.9874,White,0.00004
lucock,0.0163,0.0141,0.0121,0.0006,0.9567,White,0.00004
mcbroom,0.0058,0.0026,0.1569,0.0022,0.8321,White,0.00004
waddington,0.0029,0.0027,0.0065,0.0003,0.9873,White,0.00004
stores,0.0014,0.4734,0.0055,0.0001,0.5195,White,0.00004
swill,0.0038,0.0042,0.7369,0.0001,0.2549,Black,0.00004
paveling,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00004
mussmann,0.0126,0.0063,0.0012,0.0011,0.9785,White,0.00004
levis,0.0239,0.0092,0.0511,0.0019,0.9133,White,0.00004
allgood,0.0035,0.0017,0.024,0.0007,0.9696,White,0.00004
bryen,0.0087,0.0012,0.01,0.0004,0.9775,White,0.00004
fackrell,0.0104,0.0023,0.0008,0.0013,0.9846,White,0.00004
kilnan,0.0092,0.0303,0.0469,0,0.9137,White,0.00004
haymes,0.0116,0.0057,0.0522,0.0011,0.9292,White,0.00004
matts,0.0049,0.0079,0.021,0.0017,0.9637,White,0.00004
twidale,0.017,0.0143,0.0155,0.0006,0.9523,White,0.00004
colvin,0.0019,0.0022,0.0892,0.002,0.9039,White,0.00004
bridgett,0.0021,0.0001,0.3132,0.0023,0.6816,White,0.00004
fewell,0.0042,0.0032,0.0912,0.0006,0.9005,White,0.00004
wyle,0.0064,0.01,0.0207,0.0149,0.9475,White,0.00004
robeson,0.0083,0.0042,0.0507,0.0011,0.9353,White,0.00004
arbuckle,0.006,0.0046,0.0215,0.0025,0.9649,White,0.00004
bunch,0.006,0.0051,0.0399,0.009,0.9391,White,0.00004
rickson,0.0072,0.0283,0.0329,0.0045,0.9252,White,0.00004
upsdell,0.0221,0.0147,0.0127,0.0006,0.9496,White,0.00004
thaxter,0.0009,0.006,0.0654,0.0018,0.9248,White,0.00004
ranfield,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00004
mcalistar,0.0057,0.0085,0.0441,0,0.9416,White,0.00004
georgeson,0.0048,0.0081,0.0017,0.0017,0.9833,White,0.00004
easterbrook,0.0054,0.0074,0.0039,0.0001,0.983,White,0.00004
bloxham,0.0034,0.0014,0.0013,0.0013,0.9923,White,0.00004
cowden,0.0026,0.0038,0.0059,0.0007,0.9868,White,0.00004
lowman,0.0007,0.002,0.0566,0.0019,0.938,White,0.00004
steed,0.0049,0.0028,0.0542,0.0014,0.9363,White,0.00004
shreeve,0.0057,0.0155,0.0016,0.0011,0.9758,White,0.00004
reffell,0.0178,0.0159,0.1289,0.0006,0.8365,White,0.00004
millsom,0.0168,0.0143,0.0139,0.0006,0.954,White,0.00004
hollings,0.0025,0.0017,0.3425,0.0003,0.6523,White,0.00004
ladyer,0.0078,0.0027,0.0298,0,0.9597,White,0.00004
guilloy,0.0245,0.015,0.0129,0.0007,0.9466,White,0.00004
brydon,0.0027,0.0027,0.0016,0.0001,0.9926,White,0.00004
mckane,0.0037,0.006,0.0645,0.0025,0.9231,White,0.00004
weedon,0.0022,0.0038,0.0774,0.0004,0.9156,White,0.00004
roby,0.004,0.01,0.0886,0.0013,0.8947,White,0.00004
huffer,0.0032,0.0056,0.0008,0.0012,0.9887,White,0.00004
follon,0.0173,0.0141,0.0122,0.0006,0.9555,White,0.00004
wraith,0.0093,0.0058,0.0017,0.0068,0.9758,White,0.00004
hatherall,0.0168,0.0144,0.0132,0.0006,0.9546,White,0.00004
woodvine,0.018,0.0149,0.0146,0.0006,0.9516,White,0.00004
stowell,0.0014,0.0016,0.0009,0.0012,0.9946,White,0.00004
bissett,0.0034,0.0042,0.004,0.0008,0.9874,White,0.00004
crowbar,0.0912,0.016,0.2835,0.0004,0.6087,White,0.00004
edmondson,0.0027,0.0011,0.0696,0.0013,0.9247,White,0.00004
etherington,0.0301,0.0103,0.0025,0.0011,0.9556,White,0.00004
kanes,0.0017,0.0035,0.0171,0.0015,0.9757,White,0.00004
bellwood,0.003,0.0086,0.0056,0.0001,0.9825,White,0.00004
payter,0.0163,0.0141,0.0341,0.0006,0.9346,White,0.00004
ottey,0.0359,0.0085,0.1267,0.0004,0.8263,White,0.00004
safford,0.0042,0.0042,0.1536,0.0009,0.8364,White,0.00004
pleece,0.0163,0.014,0.0208,0.0006,0.948,White,0.00004
dorrell,0.0016,0.0007,0.0226,0.0021,0.9721,White,0.00004
colver,0.0022,0.0142,0.0303,0.0001,0.9525,White,0.00004
harrill,0.0047,0.0145,0.0242,0.0006,0.9556,White,0.00004
brrighton,0.0031,0.0006,0.0236,0,0.9727,White,0.00004
rourke,0.0014,0.0008,0.0006,0.0031,0.9937,White,0.00004
bagwell,0.0018,0.0045,0.036,0.0089,0.9482,White,0.00004
fallagher,0.0056,0.0017,0.0057,0,0.987,White,0.00004
wordsworth,0.0023,0.0026,0.1678,0.001,0.8253,White,0.00004
mclevy,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00004
goldenfield,0.0855,0.0161,0.0139,0.0005,0.8837,White,0.00004
dobbs,0.0035,0.0031,0.0393,0.0048,0.9487,White,0.00004
binfield,0.0064,0.0046,0.0106,0.0002,0.9782,White,0.00004
newbury,0.0064,0.0042,0.0068,0.0003,0.9817,White,0.00004
swanborough,0.0168,0.0143,0.0136,0.0006,0.9544,White,0.00004
sinatra,0.0021,0.0075,0.0027,0.0008,0.9863,White,0.00004
bevans,0.0026,0.0006,0.0661,0.0014,0.9285,White,0.00004
dewy,0.0051,0.4527,0.0024,0.0002,0.5396,White,0.00004
hadaway,0.0025,0.0075,0.0206,0.0004,0.9683,White,0.00004
holm,0.0016,0.0009,0.0013,0.0006,0.9954,White,0.00004
cotterell,0.0026,0.0037,0.2049,0.0006,0.788,White,0.00004
birbeck,0.0037,0.0064,0.0151,0.0001,0.9744,White,0.00004
powley,0.002,0.0042,0.0009,0.0003,0.9925,White,0.00004
yabsley,0.0166,0.0145,0.0132,0.0006,0.9548,White,0.00004
sopp,0.0027,0.0129,0.0005,0.0002,0.9833,White,0.00004
meens,0.0091,0.0167,0.0057,0.0003,0.9682,White,0.00004
askey,0.0037,0.0043,0.0733,0.0004,0.9182,White,0.00004
hallissey,0.0032,0.0027,0.0024,0.0003,0.9913,White,0.00004
cuthell,0.0183,0.0154,0.0124,0.0006,0.9529,White,0.00004
allardyce,0.0025,0.0009,0.0036,0.0008,0.992,White,0.00004
stanmore,0.0058,0.0066,0.0092,0.0002,0.978,White,0.00004
fanning,0.0033,0.0033,0.0765,0.0009,0.9156,White,0.00004
lubbock,0.0061,0.0029,0.0024,0.0014,0.9869,White,0.00004
burnell,0.0007,0.0006,0.0661,0.0015,0.9305,White,0.00004
mcnamata,0.0046,0.0023,0.0044,0,0.9887,White,0.00004
rookes,0.0007,0.0006,0.0005,0,0.9982,White,0.00004
peden,0.0009,0.006,0.0336,0.0008,0.9582,White,0.00004
magor,0.0035,0.0119,0.0208,0.0002,0.9625,White,0.00004
blowers,0.0023,0.0015,0.0007,0.0008,0.9945,White,0.00004
heward,0.0056,0.0112,0.0073,0.0009,0.9746,White,0.00004
landfort,0.0388,0.0042,0.042,0,0.9149,White,0.00004
beavers,0.0029,0.0019,0.1768,0.0009,0.8172,White,0.00004
longmore,0.0069,0.001,0.0255,0.0001,0.9658,White,0.00004
mountbatten,0.0261,0.1813,0.0573,0.0008,0.7341,White,0.00004
tilford,0.0007,0.0004,0.1097,0.0007,0.888,White,0.00004
pogue,0.0018,0.0025,0.0834,0.0081,0.9034,White,0.00004
brodrick,0.0013,0.0032,0.0158,0.002,0.9772,White,0.00004
eldridge,0.0024,0.0017,0.0562,0.002,0.9371,White,0.00004
hann,0.0042,0.0778,0.0085,0.002,0.9063,White,0.00004
lickman,0.0057,0.0037,0.0023,0.0004,0.9874,White,0.00004
rands,0.0223,0.0094,0.0012,0.0006,0.9664,White,0.00004
canon,0.0172,0.0373,0.0259,0.0031,0.9153,White,0.00004
beswick,0.0023,0.0016,0.0257,0.0002,0.9699,White,0.00004
statham,0.0027,0.0046,0.0613,0.0009,0.9302,White,0.00004
whitting,0.0094,0.006,0.1402,0.0011,0.8406,White,0.00004
crayling,0.0055,0.0104,0.0242,0,0.9599,White,0.00004
jansen,0.0101,0.0247,0.0016,0.0019,0.961,White,0.00004
kealey,0.0005,0.0011,0.0021,0.0005,0.9956,White,0.00004
blewitt,0.0015,0.0027,0.0191,0,0.9766,White,0.00004
mccrystal,0.0046,0.0039,0.0013,0.0001,0.9894,White,0.00004
renton,0.0039,0.0123,0.0095,0.0019,0.971,White,0.00004
mcswiggan,0.001,0.0009,0.0008,0,0.9972,White,0.00004
cagney,0.0011,0.002,0.0041,0.0001,0.9924,White,0.00004
harcourt,0.0023,0.0051,0.0025,0.0014,0.988,White,0.00004
atwill,0.0026,0.0079,0.0014,0.0001,0.9877,White,0.00004
mollard,0.0055,0.0032,0.001,0.0001,0.9902,White,0.00004
rickford,0.0069,0.0146,0.1095,0.0071,0.858,White,0.00004
gascoine,0.017,0.0143,0.0139,0.0006,0.9539,White,0.00004
hinckley,0.0052,0.0076,0.0026,0.0002,0.984,White,0.00004
denman,0.0009,0.0013,0.018,0.0015,0.978,White,0.00004
tallis,0.0043,0.0079,0.0049,0.0249,0.958,White,0.00004
larratt,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00004
ryland,0.0023,0.0012,0.0531,0.0016,0.9414,White,0.00004
pattern,0.0196,0.0497,0.0672,0.0004,0.8628,White,0.00004
bolshaw,0.0249,0.0169,0.0132,0.0007,0.944,White,0.00004
gannaway,0.0063,0.0034,0.0325,0.0007,0.9566,White,0.00004
cloot,0.0163,0.014,0.0121,0.0006,0.9568,White,0.00004
pyne,0.0023,0.0044,0.0039,0.0003,0.9889,White,0.00004
thraves,0.0165,0.0142,0.0132,0.0006,0.9551,White,0.00004
deak,0.0003,0.0002,0,0,0.9995,White,0.00004
helgesson,0.0171,0.0143,0.0125,0.0006,0.9551,White,0.00004
keffler,0.0099,0.025,0.0024,0.0004,0.9612,White,0.00004
eastell,0.0169,0.0146,0.0146,0.0006,0.953,White,0.00004
devenport,0.0152,0.0076,0.02,0.0001,0.9567,White,0.00004
tustin,0.0015,0.0002,0.0014,0.001,0.9956,White,0.00004
tisdell,0.0087,0.001,0.1154,0.0034,0.8703,White,0.00004
duckett,0.0045,0.0033,0.1604,0.0005,0.8307,White,0.00004
jakeman,0.0038,0.0092,0.0029,0.0002,0.9835,White,0.00004
magan,0.0218,0.0481,0.011,0.0001,0.9184,White,0.00004
whetstone,0.0012,0.0048,0.0605,0.001,0.9318,White,0.00004
roulston,0.0029,0.0007,0.0276,0.0015,0.967,White,0.00004
oconnell,0.0042,0.0018,0.0009,0.0011,0.9915,White,0.00004
bonds,0.0052,0.002,0.2751,0.0042,0.7122,White,0.00004
hibbett,0.0032,0.0116,0.0928,0.0009,0.8909,White,0.00004
maccartney,0.0103,0.002,0.0018,0.0002,0.9856,White,0.00004
coverett,0.0236,0.0191,0.0278,0.0007,0.9285,White,0.00004
gaston,0.0563,0.0028,0.1621,0.0013,0.7764,White,0.00004
murkin,0.0172,0.0145,0.0143,0.0006,0.9531,White,0.00004
vodden,0.0074,0.0028,0.0056,0.0003,0.9838,White,0.00004
marlon,0.1471,0.0366,0.1139,0.0006,0.7007,White,0.00004
blackford,0.0017,0.0022,0.0276,0.0006,0.9675,White,0.00004
eedie,0.004,0.0026,0.066,0,0.9274,White,0.00004
hammett,0.0088,0.0011,0.0416,0.0016,0.9464,White,0.00004
daltrey,0.0022,0.0029,0.0005,0,0.9944,White,0.00004
pilkingtin,0.0088,0.005,0.0039,0,0.9823,White,0.00004
scard,0.0255,0.027,0.0241,0.0004,0.9227,White,0.00004
syson,0.0025,0.0011,0.6258,0,0.3705,Black,0.00004
maccarthy,0.0018,0.001,0.0115,0.0007,0.9842,White,0.00004
harby,0.0219,0.0059,0.0253,0.0041,0.9284,White,0.00004
aleman,0.7632,0.0082,0.0029,0.0006,0.2244,Hispanic,0.00004
cassman,0.0024,0.0076,0.0015,0.0001,0.9882,White,0.00004
sivins,0.0165,0.015,0.0122,0.0006,0.9554,White,0.00004
wingrove,0.0018,0.001,0.0034,0.001,0.9924,White,0.00004
pinto,0.1651,0.1022,0.0093,0.0177,0.7013,White,0.00004
cramman,0.0163,0.014,0.0212,0.0006,0.9476,White,0.00004
holton,0.0006,0.001,0.0549,0.0008,0.9422,White,0.00004
brownster,0.0022,0.0018,0.1499,0,0.8461,White,0.00004
mounsdon,0.0184,0.0164,0.0234,0.0006,0.9409,White,0.00004
ruthven,0.0012,0.0037,0.0034,0.0002,0.9913,White,0.00004
meddick,0.0177,0.0149,0.015,0.0006,0.9516,White,0.00004
paillard,0.0008,0.0001,0,0,0.9991,White,0.00004
durkin,0.0019,0.0008,0.0005,0.0013,0.9954,White,0.00004
graveney,0.0174,0.0149,0.0157,0.0006,0.951,White,0.00004
christiansen,0.0036,0.0043,0.0008,0.0057,0.9851,White,0.00004
mcalaney,0.0211,0.03,0.0373,0.0008,0.9105,White,0.00004
upfield,0.0169,0.0146,0.0137,0.0006,0.9539,White,0.00004
mullaney,0.0032,0.0049,0.0001,0.0001,0.9914,White,0.00004
kiddle,0.0058,0.0542,0.0075,0.0003,0.9316,White,0.00004
watton,0.0006,0.0038,0.0125,0.0003,0.9827,White,0.00004
ledwith,0.0023,0.0112,0.0042,0.0012,0.98,White,0.00004
cheney,0.0033,0.0096,0.0071,0.0022,0.9773,White,0.00004
storrs,0.0015,0.0031,0.0193,0.0004,0.9754,White,0.00004
winstone,0.0035,0.0016,0.3793,0.0008,0.6147,White,0.00004
markey,0.0015,0.0018,0.0152,0.0011,0.9799,White,0.00004
pitchers,0.0167,0.0141,0.0121,0.0006,0.9561,White,0.00004
hearsey,0.0173,0.0151,0.0155,0.0006,0.9512,White,0.00004
halligan,0.0055,0.0123,0.0025,0.001,0.9782,White,0.00004
cheal,0.0048,0.0287,0.003,0.0002,0.9629,White,0.00004
yetman,0.0058,0.0045,0.0096,0.0009,0.9785,White,0.00004
varey,0.006,0.0005,0.0004,0,0.993,White,0.00004
mudge,0.0017,0.0011,0.003,0.0004,0.9936,White,0.00004
karras,0.0013,0.0012,0.0018,0.001,0.9941,White,0.00004
ponter,0.0075,0.0189,0.0378,0.0036,0.9313,White,0.00004
lochhead,0.008,0.0194,0.0014,0.0005,0.9691,White,0.00004
twanley,0.001,0.0038,0.4233,0,0.5719,White,0.00004
blessed,0.0008,0.0003,0.9778,0,0.0212,Black,0.00004
skeggs,0.0178,0.004,0.0047,0.0004,0.9726,White,0.00004
mardon,0.0429,0.0458,0.0086,0.0008,0.9015,White,0.00004
hett,0.001,0.0016,0.0009,0.0003,0.9961,White,0.00004
floate,0.0145,0.0577,0.0024,0.0004,0.9231,White,0.00004
canavan,0.0028,0.0019,0.0015,0.0002,0.9936,White,0.00004
mccleave,0.0025,0.0058,0.2,0.0001,0.7905,White,0.00004
